,document,label
865,좀 심한듯.. 배우들이 불쌍해..ㅜㅜ,0
866,평점이 왜 없나 했습니다 ㅠㅠ 휴..(등급을 주지도 않다니...이런 젠장..),0
867,뭔진 몰겠지만 10점 줘야할것만같아서 10점,1
868,"명작을 기억하며,,, 이런 드라마가 또 다시 나올수 있을까?",1
869,별반개 주기도 아까웠음. 그간 투니버스 같은 곳에서 수차례 했던 톰과 제리 시리즈 중 재미있는것만 추렸다 해도 이미 본거잖아? 본거 영화관에서 짜집기 한거 또 보는거... 이거 사기 아닌가?,0
870,마지막 장면이 너무 슬프네요,1
871,마지막 장면의 여운이 잊혀지지 않는다,1
872,"영화가 쓸데없이 잔인한씬이 많음 눈알에 딱밤때리는 이런씬,칼집넣는거 이런것들",0
873,나자신에 대해 다시한번 돌아보게끔 해주는 영화! 열심히살아야겠어요~,1
874,민세연만 안나오면 시청률이 더나올듯한데...,0
875,케네디 행정부의 외교정책 결정과정을 잘 알 수 있는 최고의 영화다!!,1
876,내생애 최악의 남자랑 봐서 1점,0
877,오해와 복수로 인해 파국으로 치닫을 뻔한 그들과 그녀들의 한여름밤의 꿈같은 이야기,1
878,배우들 연기력이 밋밋한 스토리를 커버한다,1
879,하워드가 이영화를보면 완벽하다 생각하지 않겠지만 상당히 잘만든 영화라고생각함 ㅋㅋ 레오짱!,1
880,5점대는 너무하다 이 자본가들아. 돈 있는 놈들이 평점 낮춘게 분명해.,1
881,역쉬 니콜 키드먼의 연기는 끝내준다. 재미도 있고 많은걸 생각하게 해준 영화다.,1
882,난 진짜 재밌게 봤는데....,1
883,영화가 짧은데 빨리 끝나길 바라는영화,0
884,힘내요 미스터김 진짜 재미없어.내용도 구리고 김동완 싸가지없어 힘내요 미스터김 보지마!,0
885,감각적인..시각으로...바라보는..색다른...느낌의...사랑...문학적이,1
886,초등학생때봤었지만 고독과 슬픔 그리고 두려움이 고스란히 다가왔던 영화,1
887,음.. 그래픽 잘만들었긴하지만 내스타일아니고 스토리는 신선하지만 아무리 애니라도그렇지 ㅡㅡ 어린애가 무슨 말보다빠르고 싸우는능력도 엄청좋고 과장을 심하게한듯 그래픽과 이런설정때문에 몰입을 못했다,0
888,"우울증걸린 작가섭외하느라 개고상하는 월트. 나도모르게 두주먹 불끈쥐게 만드는 작가에 짜증..영화 후반에 아주 잠깐 나오는 감동신때문에 10/9를 인내하면서 볼려면 봐.~~~ 싱크100%라는데 연기는 잘한다,내용은 ....저 작가 한대 후려 갈겨버렸으면",0
889,난 그렇게 재미없던것도 아니고 보는 내내 긴장감 있게 봤다. 액션도 멋있었고 내용도 멋있었다 그런데 왜 그러는지 모르겠네 그냥 내가 영화보능게 초딩스타일인가보다,1
890,네이버 영화평점 처음 올려봅니다. 영화가 우리 삶에서 해줄 수 있는 가장 완벽한 역할을 이 영화는 해냈다고 봐요.,1
891,뻔한스토리지만 연출력이너무좋다 이런영화를이제본게후회될만큼 재밌고 감동있게봤음 두배우연기도 굿,1
892,처음부터 끝까지 웃겨죽는다 ㅎㅎ 출연진 진짜 화려 함 ㄷㄷ,1
893,뭐가 신예발견임.??..-_-; 연령별 평점이 10대가 높은이유는 또 뭔지..비추천.. 다음영화 기대해볼께요..,0
894,산다는것 그리고 사랑한다는 것. 결국 인생에 관한 이야기,1
895,유쾌하다 그냥 영화처럼 주인공이 어려움도 겪고 ..근데 난 .. 귀족 신자? 보다는 대장장이가 더 이쁨,1
896,아 재밌다..,1
897,"완존 재미있음,,,난~드를 먼저 봤다면시청률대박이였을텐데.작가님! 배우님!들짱!!!",1
898,말그대로 최악의 삼류영화 졸작이자 나온 배우들이 아까울정도ㅋ,0
899,조던 광이라서 10점..ㅎㅎ,1
900,국민학교 시절 엄마랑 동생이랑 극장에 가서 봤던 기억이 나네요 저두 다른분들처럼 꿈인줄 알았네요ㅋ,1
901,역시..,1
902,감독님감사합니다 정말최고에요,1
903,더빙판이 유일하게 좋은 애니,1
904,록키시리즈가 롱런을 할수 있었던 다리와도 같았던 작품이다. 특히 BA의연기 압권!,1
905,멋있는 영화야 .요즘영화들 정말 잘만들어.(좀 된 영화지만),1
906,이영화의 주안점은 반전이 아니다.,1
907,인물들에 전혀 공감도 안되고...정말 런닝타임 내내 지겨워 죽는줄.- -,0
908,평점이상은 되는데 전개도 빠르고 내용도 괜찮고,1
909,영화관에서 봤으면 더 좋앗을텐데.. 명작이다.,1
910,이거 우리 아빠 경마장에서 찍은건데 완전감동받았어요,1
911,정말 최고다 ㅜ기대도 안하고 봤는데 이정도 일줄이야 과제때문에 봣지만 잼있네요,1
912,너잼노잼십노잼개노잼핵노잼,0
913,정말이지 그냥 한국 영화의 뻔하디 뻔한 그렇다고 재미가 없지는 않은 그저그런 영화,0
914,0개없어 이거????????? 끝까지 다 안본 내가 자랑스럽다,0
915,매우 이상적인 영화.,0
916,동양 식민지를 서구적 시선에서 본 오리엔탈리즘이 가득찬 영화. 역사적 비판의식이 결여된 편향적인 그래서 백인우월의식이 보이는 영화. 평점과다로 추가 감점.,0
917,나레이션도 좋았고 OST도 좋았고 많은 생각을 하게 해준 드라마였다,1
918,너무재미없어서 열받아서 평점 처음달아봄,0
919,넘 재미있어요 주말이 기다려져요! 애들과같이봐요,1
920,이준기의 명품연기에 감동합니다,1
921,음 기대는 그렇게한거같진않은데....좀...실망이네요 역시 뭐든지 원이잼씀ㅇㅇ,0
922,지루함;;,0
923,일본가서 옷버겨버린 쓰레기영화 쪽빠리들이 그렇지머,0
924,키아누의 요상스런 춤 때문에 1점,0
925,이때의 진행을 바라는건 기적이겠죠? 시즌2는 너무 게임을 안함 ㅉㅉ 시즌1이 레전드,1
926,진짜 내가 제일 좋아하는 미국 애니메이션. 그냥 perfect 하다!!,1
927,11월1일 금요일 회분 도대체가 뭐귀신신나라까먹는 줄거리입니까? 네? 작가님 넘 날로 드시기좋아하는것 아녀요?회를 쳐드시던가...씁쓸합니다...어디 유쾌한 드라만 없나?씁...,0
928,"이 영화, 스릴 반 웃음 반이다. 웃겨 죽을뻔... 강추합니다!",1
929,허탈함 속에 남는건 뭐?,0
930,정말 굉장한 작품 무슨 말을 더 하리,1
931,보고싶지않았던 혹은 보지않으려했던 진짜 단면을 본것만 같다,1
932,불편한 현실에 대한 고발!,1
933,보는내내 그냥 즐거웠네요^^보고 후회는 안 하실거에요~~,1
934,"최악. 영화 시작 20분부터 본 걸 후회했는데, 혹.시.나 해서 끝까지 봤다. 영화 시작에서의 인상이 엔딩까지 간다. 초반부에 이 거지같은 이야기를 직감했을 때 껐어야 했다. 귀중한 2시간 낭비.",0
935,실화바탕이라 더 최고임! 보고있으면 엄청 집중하게 됨,1
936,그냥 어둡기만 하고 깊이 없는 영화.. 영화는 소통인데 과연 감독은 무엇을전하려고한걸까 ? 그냥 개인의 향기에 빠진것은 아닐까 ? 연기자들의 연기도 별로였다...,0
937,50년대작이라고는 믿어지지 않는 탄탄한 연출,1
938,결말이 이해가...x,0
939,왠만해선 1점은 안주는데..,0
940,비디오 가게 주인의 추천으로 본 듣보잡 영화가 마스터피스일줄이야!,1
941,"남자 캐릭터의 상황이 나름 독특하지만 전체적으로 봤을 때는 그리 인상적이진 않다. 두 배우들은 열심히 노력하지만, 몇몇 재미를 제외하곤 딱히 기억에 남는 건 없다.",0
942,재미있었어용~~~~,0
943,정말 재밌었어요. 또 보고싶어지네요.,1
944,웃음도 내용도 감동도 없는 시간죽이기용의 기본도 지키지 못한 졸작,0
945,유치하지만 그래도 시간떼우기용으로 나쁘지않고 온가족이 볼수있다는장점,1
946,두서 없고 이유 없다 . 긴장감 제로 .,0
947,가족의 정을 느낄수있고 마음 따뜻해지는 이런 애니..너무 좋아요,1
948,dvd 4000원 내고 봤는데 돈이 아깝습니다.무슨 말도안되는 해골에 cg는 개판입니다.,0
949,이렇게 몰입 안되는 영화는 처음이다 영화보면서 잠든 것도 처음이고 끝까지 보지도 못한것도 처음. 무언가 전달하고 싶어도 몰입이 안되면 소용없다고 생각함,0
950,내용도없고 지루.. 보다가 잤어요,0
951,뭥미... 대체 무슨 생각으로 이런걸 만든건지 잘 모르겠다 ; 시간낭비... 취향 제대로 탈듯... 모든게 너무 조악하고 너무 유치해 ㅠㅠ,0
952,300제에나옴,1
953,마지막 장면에서 카게무샤가 신겐의 기를 잡으려다 죽는 씬은 압권이다 그림자는 실체가없음 죽는법...,1
954,제발 전문 성우 좀...ㅠㅠ,0
955,제일 좋아하는 영화 :),1
956,...이건뭐..hot축구하는 영화랑비슷한수준,0
957,글로 읽는것과 영상으로 만들어지는 것의 간극을 읽지 못한듯한 기획물. 추리와 가설의 하나일 뿐인데도 쓰레기봉투를 얼리지 않았다고 김준을 범인에서 단번에 제외시켜버리는 허술함과 비둘기장면에선 실소를 금할길 없었다. ㅋㅋ 좋은 소재를 살리지 못 한 케이스,1
958,처음부터 끝까지 아만다에 의한 아만다를 위한 영화다,1
959,재미있지라~~오오미~순수한 북한 동무를 주적이라는 리명박 정부는 반성해야된당께~~,0
960,돌프 룬드그렌 영화치곤 수작;; 그나마 스토리있는 액션..,1
961,유쾌하게 볼 수 있는 그런 영화였네요.^^엄정화씨 털털한 줌마 연기마저 너무 사랑스러웠어요ㅎㅎ 송승헌씨도 너무 멋있구요ㅎ 짱짱굿~~,1
962,꿀잼ㅇㅅ빈ㄷㅅㅌ싡ㅇ기,1
963,"정통성을 추구한다지만, 짝퉁 느낌을 지울 수 없는 건 어쩔수없는 사실..;;",0
964,의리로 봐라 ㅋㅋㅋㅋㅋㅋ,1
965,평범했다 스토리 다 나오지만 평범하게봤다 따라한 영화,0
966,"다시는 돌아오지 못할, 나의 학창시절의 추억이 깃들어있는 최고의 영화.",1
967,11점을 주고싶은 내마음,0
968,잼나요 잠깐 진짜사나이 봤는데 역시나 1박2일이 최고네요~ 근데 왜이렇게 미션을 바꿔요?ㅠ 제작진이 준 미션이 안되면 더 쉬운 미션으로 갈아타기.. 못하면 못하는데로 인정하지 자꾸 우기고.. 사정하고.. 초심을 잃은것같은 느낌!,1
969,^^,1
970,"매회 가슴따뜻해지는 이야기로 가족,인생의 의미를 생각해보게 하는 드라마였어요.",1
971,실화라서 더욱 안타깝고 섬뜩하기까지한 영화입니다。아직도 이런 일들이 일어난다는 사실에 괜히 미안하고 죄스러운 마음까지 들게 되네요。대배우들이 출연한 영화는 아니지만、반가운 배우들도 몇 보이고 김정훈씨의 연기 기대해 보시기 바랍니다。,1
972,재밋네요,0
973,진정한 다큐다운 다큐 영화. 사람의 삶을. 노래를. 한 나라의 한 시절을 잘 버무려 낸 좋은 영화.,1
974,정말 지루했다...ㅡ;;ㅡ;;,0
975,이완 정말 훈남이다.,1
976,"영화권이 생겨서 공짜로 보게된영화인데. 시간이 아까운영화. 드림하이,파파로티 처럼 꿈은이루어진다를 그리고싶었지만 이것저것 설정이 짬뽕되면서 영화내용이 참 서으로 가는듯했다. 한영화에 여러가지 사회면을 넣으려다 이것도 저것도 아닌듯.",0
977,"늑대소년때부터 생각했던거지만 이 감독 여성 혐오증있는것 같다. 독립영화를 갠적으로 즐겨보는데, 이렇게 의미없고 일방적인 여성혐오증만 드러내는 영화는 오랜만에 본다. 보는 사람 불편하게만드는 영화다",0
978,아름다운 영상과 음악... 그러나 아쉬운 끝맺음,1
979,리암니슨을 흉내내긴 너무 늦었다.,0
980,열라게 재미없네...,0
981,"그저그런 줄거리, 밋밋한 액션, 유치한 불로장생의 약, 난데없이 연기를하는 감독과 최악의 배경음악 ㅋ 공리때문에 별두개. 어휴 겨우봤네..",0
982,옛날에 해서 기억은 잘 안나는 데 잼밌게 본거 같아요!!,1
983,시끌벅적하지 않고 서서히 몰입시키면서 조금씩 스릴이 보는이의 정서속으로 깊이 파고들게 만드는 전개가 훌륭함,1
984,"캐릭터,스토리,코믹 삼박자가 절묘",1
985,러닝타임 좀 늘리고 스케일을 좀 키웠으면 좀 더 나을 뻔했다.. 숲은 보지 못하고 나무만 본 편협적 시각의 안타까운 영화.,0
986,진짜보지마라 시간낭비다,0
987,Kia~ 크하하ㅏㅋㅋ,0
988,왕조현X장국영버젼에 대한 모독수준진심 유역비덕에 1점줄거 2점준다ㅡㅡ,0
989,"해운대, 화려한휴가같은 말도안되는영화에 10점씩 던지는것들이 1점주는거보면...쩝",1
990,영화 너무 재밌어요^^ 내가 잊어버린 다른 삶을 통해 지금의 나를 돌아보게 되네요~,1
991,정말 재미가없었다. 유치원생들이나 초등학생들이 보면 좋은도움이 될것같다.,0
992,헤라클레스와 아이들. 그저 시간 좀 때우고 싶다면 NOT BAD,0
993,"캐릭터의 사랑스러움이 단연코 발군,그러나 일본산의,사랑스러움에는 ,대적할수 없다.",0
994,장동민씨 마지막에 반전을 거듭하며 놀라운 수를 차분히 두는 모습 너무 멋있었습니다. 특히 2라운드에서도 빛을 발하는 모습에 감동.오현민씨를 좋아하지않았는데 이번 화 보면서 인간적인 모습에 장동민/오현민 두분 우정 잘 지켰으면..두분 멋졌음,1
995,표절 ㅋㅋㅋㅋㅋㅋ,0
996,좀 힘들게 다 봤다;;,0
997,무언가를 생각하게 되는 영화. 예술영화..상을 받을만 하다.,1
998,신기신기신기신기신기신기신기신기신기신기신기신기신기신기신기신기신기신기,1
999,이거 뭐지? 끝까지 도저히 못보겠음?그래서 결말 몰라요 ㅜㅜ,0
1000,이거 열개로 부족더 줘야 됨,1
1001,영화인줄알것만 영화가 아니네요 다큐멘터리 보다가 나왔습니다. 찹고하시길,0
1002,감동적이네..,1
1003,나와서는 안되는 영화.윤재균은 실력이 별로임,0
1004,너무한다.. -_-;; 이런.. 개... 으휴~,0
1005,좋...좋은 딸칠 형제다,1
1006,정말로 어메이징한 스토리의 연속이다,1
1007,남편이 돈 많이 벌어 갖다주면 감지덕지 할 일이지.꼴페미들이 좋아할만한 그런 영화.,0
1008,여태본 홍콩 영화중에 가희 최고라고 꼽을만 하다 ....ost 와 배우들 감독의 연출이 지금봐도 촌스럽지 않다.....지금 까지 천장지구만 100번 정도를 봤는데 봐도 잘만들었다는 생각을 지울수가 없다......,1
1009,훌륭했던 원판을 능가하는 속편...아낌없는 찬사를 보냅니다.,1
1010,격투 영화의 교과서,1
1011,좀 재미잇엇다,1
1012,"데이빗모스를 싫게 만든 영화... 왠만하게 욕먹는 영화도 괜찮게 보는 성격인데, 이 영화는 정말 최악이다. 사람 시간 버리게하는 영화는 좀 제작을 자제했으면 좋겠다. 항상 모든 작품은 각자의 입장이 있다는 것을 인지하지만, 정말이지 이해할 수 없는 작",0
